05ef287c90bc772966316b251ad4ec8c467eaea3,DELETE,regular-file,dist/win-unpacked/GYR2 EOS Dashboard.exe,176813568,
8880d4f8a333c6ad367facc90e45ddae7b0cd28c,DELETE,regular-file,node_modules/electron/dist/electron.exe,176813568,
